"","ID","Taxpayer.ID","Taxpayer.Name","Location.Name","Address","City","State","Zip.Code","Zip.4","County","Location.Number","Permit.Number","Pemit.Begin.Date"
"35",1200276212300001,12002762123,"KAISING, INC.","COASTAL EXPRESS","3835 REVEILLE ST","HOUSTON","TX",77087,4503,"HARRIS",1,3005665,"11/30/2003"
"36",1.200278509e+15,12002785090,"ISHWER, L.L.C.","SEVEN SEAS GROCERY","445 LATHROP ST","HOUSTON","TX",77020,5240,"HARRIS",1,3005101,"10/31/2003"
"37",1.200288198e+15,12002881980,"ILMA CORPORATION","AIRPORT FOOD STORE","16510 LEE RD","HOUSTON","TX",77396,1715,"HARRIS",1,4000969,"02/27/2004"
"38",1.200387382e+15,12003873820,"SURINDER SINGH INC.","KARRI ALL FOODS","4415 LIBERTY RD","HOUSTON","TX",77026,7668,"HARRIS",1,3005595,"11/30/2003"
"39",1.200387457e+15,12003874570,"CONVENIENCE MART, INC.","FUEL EXPO # 3","13214 W LITTLE YORK RD STE A","HOUSTON","TX",77041,5808,"HARRIS",1,3005596,"12/31/2003"
"40",1200531853500001,12005318535,"SUPER K EXPRESS FOOD MART, INC","SUPER K C STORE","7000 WOODRIDGE DR","HOUSTON","TX",77087,2712,"HARRIS",1,4000305,"12/31/2003"
"41",1200591490300002,12005914903,"A R D ENTERPRISES, L.L.C.","STOP N IN","2633 WINROCK BLVD","HOUSTON","TX",77057,4305,"HARRIS",2,6001829,"03/31/2005"
"42",1200643040400002,12006430404,"PALA, INC.","PALA FOOD STORE","2233 FM 1960 RD E","HOUSTON","TX",77073,2407,"HARRIS",2,5000595,"01/31/2005"
"43",1.200649119e+15,12006491190,"AMERICAN MART, INC.","ONE STOP MINI MARKET","7575 OFFICE CITY DR SPC 2","HOUSTON","TX",77012,4140,"HARRIS",1,4001097,"02/29/2004"
"44",1203723431200001,12037234312,"DOBANI INC.","GULF FREEWAY SHELL","8115 GULF FWY","HOUSTON","TX",77017,3622,"HARRIS",1,5005001,"12/13/2005"
"45",1200764570300001,12007645703,"SUPERMERCADO TELOLOAPAN, INC.","SUPERMERCADO TELOLOAPAN","5330 CHIMNEY ROCK RD","HOUSTON","TX",77081,2012,"HARRIS",1,4004940,"08/31/2004"
"46",1200840643600001,12008406436,"B.C.B. PARTNERS, LLC","THE CELLAR BAR","3140 RICHMOND AVE","HOUSTON","TX",77098,3002,"HARRIS",1,11000387,"01/31/2011"
"47",1200860899900002,12008608999,"ASHISH FOOD, INC.","AMIGO STOP","9801 BEECHNUT ST","HOUSTON","TX",77036,6505,"HARRIS",2,5002950,"07/31/2005"
"48",1200895284300001,12008952843,"NEHAL BUSINESS, INC.","SHOP N GO #1001","10730 GRANT RD","HOUSTON","TX",77070,4432,"HARRIS",1,4001623,"03/31/2004"
"49",1200947954900001,12009479549,"TRUXILLO, L.L.C.","CORNER FOOD MART","3247 TRUXILLO ST","HOUSTON","TX",77004,4648,"HARRIS",1,4001975,"04/30/2004"
"50",1201023645800001,12010236458,"AMERICAN PYRAMID, INC.","JENSEN EXPRESS MART","8817 JENSEN DR","HOUSTON","TX",77093,7639,"HARRIS",1,4002537,"05/31/2004"
"51",1201088383800001,12010883838,"PRISHA, INC.","M K LIQUOR","12831 WESTHEIMER RD","HOUSTON","TX",77077,5724,"HARRIS",1,4002538,"05/31/2004"
"52",1201192950700001,12011929507,"KHAWAR & SONS, INC.","COASTAL MART","11611 ALIEF CLODINE","HOUSTON","TX",77082,NA,"HARRIS",1,4004249,"07/14/2004"
"53",1201207591200001,12012075912,"FOUNTAINVIEW MOBIL CAR CARE IN","FOUNTAINVIEW MOBIL CAR CARE IN","5902 SAN FELIPE ST","HOUSTON","TX",77057,1936,"HARRIS",1,4005624,"10/14/2004"
"54",1201316653800001,12013166538,"DZ BEECHNUT, LP","DZ BEECHNUT","4680 BEECHNUT ST","HOUSTON","TX",77096,1804,"HARRIS",1,4004703,"08/24/2004"
"55",1.201351688e+15,12013516880,"BELTWAY 8 INVESTMENTS, LLC","COURTESY CHEVRON #3","6707 W SAM HOUSTON PKWY S","HOUSTON","TX",77072,1615,"HARRIS",1,4004588,"07/31/2004"
"56",1201351899300001,12013518993,"TRANSAMERICA VENTURES LLC","COURTESY CHEVRON #2","3941 FONDREN RD","HOUSTON","TX",77063,5821,"HARRIS",1,4004590,"07/31/2004"
"57",1201396101100001,12013961011,"I-TEX GROCERY, INC.","JACK'S GROCERY #5","7931 SOUTHWEST FWY","HOUSTON","TX",77074,1701,"HARRIS",1,4004440,"07/31/2004"
"58",1201449391500003,12014493915,"PEACE BUSINESS , INC.","BUZZY BEE","15509 S POST OAK RD","HOUSTON","TX",77053,2131,"HARRIS",3,12002734,"05/31/2012"
"59",1201491806900001,12014918069,"KOUNTRY KUBBARD CORP.","KOUNTRY KUBBARD","13902 ALMEDA RD","HOUSTON","TX",77053,2504,"HARRIS",1,4005091,"09/30/2004"
"60",1201532684100001,12015326841,"LAEL, LTD.","LA MICHOACANA #45","715 NORMANDY ST","HOUSTON","TX",77015,3467,"HARRIS",1,7001901,"04/11/2007"
"61",1201541825900002,12015418259,"CELAYA SUPERMARKET, INC.","CELAYA SUPERMARKET","10540 CYPRESS CREEK PKWY","HOUSTON","TX",77070,6339,"HARRIS",2,14001773,"02/28/2014"
"62",1201575942100001,12015759421,"PARAGON STORES INC.","AHSAN'S FOOD MART","13020 MARKET STREET RD","HOUSTON","TX",77015,6036,"HARRIS",1,4005068,"09/30/2004"
"63",1201656701300002,12016567013,"CDK ENTERPRISE, INC.","PARADISE GIFTS  # 1","2800 POST OAK BLVD","HOUSTON","TX",77056,6100,"HARRIS",2,12001772,"04/30/2012"
"64",1201681283100001,12016812831,"COUSIN BROTHERS CORPORATION","EXPRESS TRUCK STOP","13438 BEAUMONT HWY","HOUSTON","TX",77049,1410,"HARRIS",1,4005620,"10/14/2004"
"65",1201723031400001,12017230314,"LMMM #35 HOUSTON, LTD.","LA MICHOACANA MEAT MARKET #35","16251 S POST OAK RD","HOUSTON","TX",77053,4310,"HARRIS",1,5002080,"05/07/2005"
"66",1201769202600001,12017692026,"ENLIGHT INVESTMENTS CORPORATIO","SUPER K FOOD MART","4302 HICKORY DOWNS DR","HOUSTON","TX",77084,3516,"HARRIS",1,4005738,"10/31/2004"
"67",1.201778148e+15,12017781480,"PUNAM ENTERPRISES INC.","ALL SEASONS FOOD STORE","8309 C E KING PKWY","HOUSTON","TX",77044,2208,"HARRIS",1,4006253,"11/30/2004"
"68",1201818769500001,12018187695,"LMMM #34 HOUSTON, LTD.","LA MICHOACANA MEAT MARKET #34","10937 FM 1960 RD W","HOUSTON","TX",77070,6315,"HARRIS",1,5000402,"01/31/2005"
"69",1201867885900001,12018678859,"AMITY ENTERPRISES LLC","SUPERMERCADO POPULAR","8621 W AIRPORT BLVD STE D","HOUSTON","TX",77071,2479,"HARRIS",1,6001616,"02/28/2006"
"70",1201903910100001,12019039101,"MARY'Z MEDITERRANEAN CUISINE,","MARY'Z MEDITERRANEAN CUISINE,","5825 RICHMOND AVE","HOUSTON","TX",77057,6314,"HARRIS",1,6003920,"05/31/2008"
"71",1201909725700002,12019097257,"DOCK 2 DOOR SEAFOOD, L.L.C.","J & B FOOD STORE","3637 SUNBEAM ST","HOUSTON","TX",77051,3648,"HARRIS",2,6005868,"11/30/2006"
"72",1201909725700004,12019097257,"DOCK 2 DOOR SEAFOOD, L.L.C.","GREEN LIGHT FOOD STORE","9635 SCOTT ST","HOUSTON","TX",77051,3357,"HARRIS",4,17003700,"09/30/2017"
"73",1201934494900001,12019344949,"SMOOCHEE'S, LLC","SMOOCHEE'S","3333 KATY FWY","HOUSTON","TX",77007,3640,"HARRIS",1,7001375,"03/31/2007"
"74",1201987592600001,12019875926,"VENATIONS , INC.","KINGS MART","11975 TIDWELL RD STE A","HOUSTON","TX",77044,1919,"HARRIS",1,5003957,"09/30/2005"
"75",1202005379400001,12020053794,"GOLDEN & SILVER ENTERPRISES, I","STOP N JOY","999 LOCKWOOD DR","HOUSTON","TX",77020,7919,"HARRIS",1,4006555,"01/31/2005"
"76",1202009754400002,12020097544,"TAMMAM INC.","SHOP N GO","3506 CAMPBELL RD","HOUSTON","TX",77080,2752,"HARRIS",2,6003947,"07/17/2006"
"77",1202074031700001,12020740317,"BOHEME LLC","BOHEME","307 FAIRVIEW ST","HOUSTON","TX",77006,3001,"HARRIS",1,11001061,"03/31/2011"
"78",1202075625500001,12020756255,"SANTA MAVRA INC.","KATY FREEWAY TEXACO","5333 KATY FWY","HOUSTON","TX",77007,2257,"HARRIS",1,5000512,"02/01/2005"
"79",1202109547100001,12021095471,"PRINCE GROUP INVESTMENT, INC.","STOP N SAVE","14710 STERLING GREEN BLVD","HOUSTON","TX",77015,1924,"HARRIS",1,5000178,"01/31/2005"
"80",1202156282700001,12021562827,"FORUM BUSINESS, INC","SUPER K","10290 FORUM WEST DR","HOUSTON","TX",77036,8306,"HARRIS",1,5000385,"01/31/2005"
"81",1202238927900001,12022389279,"S & S USA ENTERPRISES, INC.","BERRY FOOD STORE","516 BERRY RD","HOUSTON","TX",77022,3214,"HARRIS",1,5000499,"02/14/2005"
"82",1202296650600001,12022966506,"MAA INTERNATIONAL, INC.","KING M FOOD STORE","9201 HOMESTEAD RD","HOUSTON","TX",77016,4829,"HARRIS",1,5001620,"03/30/2005"
"83",1202335511300002,12023355113,"CIRCLEWAY BUSINESS, INC.","SUN MART # 304","10910 AIRLINE DR","HOUSTON","TX",77037,1210,"HARRIS",2,5002373,"06/30/2005"
"84",1202357303800001,12023573038,"IKE & SIMRAN ENTERPRISES, INC.","THE EXPRESS","11302 SPACE CENTER BLVD STE A","HOUSTON","TX",77059,NA,"HARRIS",1,5000942,"03/31/2005"
"85",1202367723500001,12023677235,"SABIR BUSINESS INC.","MC FOOD STORE","9703 MILLS RD","HOUSTON","TX",77070,5022,"HARRIS",1,5001278,"03/19/2005"
"86",1202419837100001,12024198371,"LIQUOR SHOP INC.","LIQUOR STOP","2925 WALNUT BEND LN","HOUSTON","TX",77042,3301,"HARRIS",1,5001315,"03/24/2005"
"87",1202469167200001,12024691672,"DARBAR ENTERPRISE, INC.","JACK'S GROCERY #7","9900 GALVESTON RD","HOUSTON","TX",77034,3920,"HARRIS",1,5001379,"03/31/2005"
"88",1202480052100001,12024800521,"ANR CORPORATION","RACEWAY #6775","10445 BISSONNET ST","HOUSTON","TX",77099,2171,"HARRIS",1,5001659,"04/14/2005"
"89",1202515281500001,12025152815,"MIANJEE, INC.","MI TIENDA MEAT MARKET","6024 GULFTON ST","HOUSTON","TX",77081,2416,"HARRIS",1,5002101,"04/30/2005"
"90",1202643128300001,12026431283,"SHAH INVESTMENT INC.","OKAY FOOD STORE","502 W MOUNT HOUSTON RD","HOUSTON","TX",77037,1529,"HARRIS",1,5001793,"04/30/2005"
"91",1202703260100002,12027032601,"VALLIANI INVESTMENTS , INC.","A M MINI MART #23","4110 AIRPORT BLVD","HOUSTON","TX",77047,1103,"HARRIS",2,19003432,"11/13/2019"
"92",1202742118400001,12027421184,"ARGUELLO CORPORATION","CARNICERIA VILLAGRAN","11303 BISSONNET ST","HOUSTON","TX",77099,2049,"HARRIS",1,5001909,"04/30/2005"
"93",1202754536200001,12027545362,"HONEYWELL RETAIL INC.","LITTLE STOP","9655 HONEYWELL ST","HOUSTON","TX",77074,1313,"HARRIS",1,5002446,"05/31/2005"
"94",1.202759709e+15,12027597090,"GRANDUCA TERRITORIAL HOUSTON L","GRANDUCA","1080 UPTOWN PARK BLVD","HOUSTON","TX",77056,3202,"HARRIS",1,11002295,"06/30/2011"
"95",1202828635400002,12028286354,"LQA BUSINESS, INC.","MOBIL FOOD MART","1130 FREEPORT ST","HOUSTON","TX",77015,5176,"HARRIS",2,7001186,"03/31/2007"
"96",1.202830188e+15,12028301880,"KA 1947 INC.","IN N OUT MART","3635 HILLCROFT ST","HOUSTON","TX",77057,5813,"HARRIS",2,6005548,"11/30/2006"
"97",1203013239800001,12030132398,"FARAZ INVESTMENTS, INC.","9 STOP FOOD STORE","6102 BISSONNET ST STE A","HOUSTON","TX",77081,6803,"HARRIS",1,5002740,"06/30/2005"
"98",1203068337400001,12030683374,"ARUFA, INC.","CIRCLE Y FOOD STORE","209 S 75TH ST","HOUSTON","TX",77011,4808,"HARRIS",1,5003042,"07/14/2005"
"99",1203080889800001,12030808898,"AMINOOR MARKETING INC","HANDI PLUS #41","2350 PEASE ST","HOUSTON","TX",77003,5236,"HARRIS",1,5004938,"10/31/2005"
"100",1.203123736e+15,12031237360,"HOME DYNAMIC, LLC","HARRISBURG FOOD MARKET","7748 HARRISBURG BLVD","HOUSTON","TX",77012,1502,"HARRIS",1,6000683,"01/31/2006"
"101",1203165032300002,12031650323,"DOSSANI ENT INC.","HANDI STOP #65","2607 S RICHEY ST","HOUSTON","TX",77017,6822,"HARRIS",2,6004553,"08/31/2006"
"102",1203179039200001,12031790392,"PVSS ENTERPRISES, INC.","CHEVRON FOOD MART","1418 GEARS RD","HOUSTON","TX",77067,4102,"HARRIS",1,5003959,"09/09/2005"
"103",1203225362200001,12032253622,"SAAB PETROLEUM HWY 3 LTD.","HWY 3 MARKET","5104 S SHAVER ST","HOUSTON","TX",77034,3619,"HARRIS",1,6002446,"04/30/2006"
"104",1.203245525e+15,12032455250,"SAADA INVESTMENTS, INC","DAVID'S CAR CARE","7050 SW FWY","HOUSTON","TX",77074,2008,"HARRIS",1,5003419,"07/31/2005"
"105",1203324584100001,12033245841,"KHIZR & SIMIN ENTERPRISES, INC","ONE STOP FOOD STORE","9615 KEMPWOOD DR","HOUSTON","TX",77080,3903,"HARRIS",1,5004398,"09/30/2005"
"106",1203434750500001,12034347505,"GLOBAL ROD AND WIRE INCORPORAT","GRAY STOP & SHOP","702 W GRAY ST","HOUSTON","TX",77019,4325,"HARRIS",1,5005040,"12/31/2005"
"107",1203482962700001,12034829627,"KARISHMA GROUP, INC.","PICK N PAY","2510 BERRY RD","HOUSTON","TX",77093,7422,"HARRIS",1,5004267,"09/30/2005"
"108",1203570691500001,12035706915,"FRANK'S PIZZA, INC.","FRANK'S PIZZA","417 TRAVIS ST","HOUSTON","TX",77002,1807,"HARRIS",1,5005041,"12/31/2005"
"109",1.203688278e+15,12036882780,"AUSTIN PETROLEUM, INC.","BREAKTIME","3502 MANGUM RD","HOUSTON","TX",77092,7418,"HARRIS",5,17000743,"02/14/2017"
"110",1203704916500002,12037049165,"MKSN RETAIL, INC.","MAXEY GAS & FOODMART","644 MAXEY RD STE A","HOUSTON","TX",77013,5802,"HARRIS",2,8002035,"04/30/2008"
"111",1203704916500006,12037049165,"MKSN RETAIL, INC.","HITEK KUYKENDAHL GAS & FOOD MA","13075 KUYKENDAHL RD # A","HOUSTON","TX",77090,6703,"HARRIS",6,19000251,"01/14/2019"
"112",1203708520100001,12037085201,"SSY BUSINESS, INC.","STAR MART","7702 BELLFORT ST","HOUSTON","TX",77061,1123,"HARRIS",1,6002967,"12/31/2005"
"113",1203712601300002,12037126013,"LMMM HOUSTON #36, LTD.","LA MICHOACANA #36 HOUSTON","14050 STATE HIGHWAY 249","HOUSTON","TX",77086,2712,"HARRIS",2,6002221,"11/30/2005"
"114",1203746210300001,12037462103,"SUNNY FINANCIAL L.L.C.","NORMANDY FOOD MART","754 NORMANDY ST","HOUSTON","TX",77015,3567,"HARRIS",1,5005115,"12/11/2005"
"115",1203870839700001,12038708397,"SIBYL SAFA, INC","E-Z FOOD STORE","14648 WALTERS RD # 102","HOUSTON","TX",77068,3011,"HARRIS",1,6001792,"03/21/2006"
"116",1203880602700002,12038806027,"ARSN LLC","SUNNY'S GROCERY","4103 W BELLFORT ST","HOUSTON","TX",77025,5308,"HARRIS",2,6005103,"10/14/2006"
"117",1203941861600003,12039418616,"HOUSTON CUBAN TOBACCO HABANA I","TOBACCO HABANA","6513B WESTHEIMER RD","HOUSTON","TX",77057,5101,"HARRIS",3,6004389,"06/30/2006"
"118",1204049240200001,12040492402,"WESTERN BUSINESS, INC.","METRO MART","9450 AIRLINE DR","HOUSTON","TX",77037,2206,"HARRIS",1,6001906,"04/30/2006"
"119",1.20410311e+15,12041031100,"BEECHNUT ESKIMO HUT OPERATING,","ESKIMO HUT","14561 BEECHNUT ST","HOUSTON","TX",77083,5742,"HARRIS",1,6003737,"06/30/2006"
"120",1204316519500001,12043165195,"HAIQA, INC.","HAIQA FUELS","5805 PINEMONT DR","HOUSTON","TX",77092,2603,"HARRIS",1,6003069,"05/31/2006"
"121",1204316709200001,12043167092,"JMN INVESTMENTS LLC","EL RANCHITO MEAT MARKET AND TA","13626 VETERANS MEMORIAL DR STE H","HOUSTON","TX",77014,1053,"HARRIS",1,6002139,"02/28/2006"
"122",1204316709200002,12043167092,"JMN INVESTMENTS LLC","EL RANCHITO MEAT MARKET & TAQU","9822 N HOUSTON ROSSLYN RD","HOUSTON","TX",77088,2132,"HARRIS",2,12002456,"04/30/2012"
"123",1204386845900001,12043868459,"SFS RAJ LLC","GATEWAY NEWSTAND","3 E GREENWAY PLZ","HOUSTON","TX",77046,395,"HARRIS",1,6003779,"08/04/2006"
"124",1204386845900003,12043868459,"SFS RAJ LLC","GATEWAY NEWSTAND","500 DALLAS ST STE T9","HOUSTON","TX",77002,4802,"HARRIS",3,10002977,"09/01/2016"
"125",1204478577700002,12044785777,"LMMM HOUSTON #37, LTD.","LA MICHOACANA #37 HOUSTON","14646 ALDERSON ST","HOUSTON","TX",77015,3134,"HARRIS",2,9003581,"01/31/2007"
"126",1204506421400001,12045064214,"ABSSR , INC.","SUPERMERCARDO GIGANTE #1","7610 OFFICE CITY DR STE B","HOUSTON","TX",77012,4143,"HARRIS",1,6001905,"03/31/2006"
"127",1204776765700001,12047767657,"HOUSE OF BLUES HOUSTON RESTAUR","HOUSE OF BLUES","1204 CAROLINE ST","HOUSTON","TX",77002,NA,"HARRIS",1,8003950,"10/05/2008"
"128",1204811877700001,12048118777,"FATIMA VENTURES INC","MINIT STOP FOOD STORE #21","7777 W GULF BANK RD","HOUSTON","TX",77040,3861,"HARRIS",1,6003333,"06/14/2006"
"129",1204817835900001,12048178359,"PHILONG INVESTMENTS, INC.","D & Q MINI MART","806 RICHMOND AVE","HOUSTON","TX",77006,5514,"HARRIS",1,6002721,"04/30/2006"
"130",1204841391300002,12048413913,"SMU VALUE DISCOUNT LIQUOR LLC","SMU VALU DISCOUNT LIQUOR","7042 BISSONNET ST","HOUSTON","TX",77074,6010,"HARRIS",2,17001214,"06/14/2017"
"131",1204842441500001,12048424415,"HIKMAT INVESTMENT, INC.","MIDTOWN FOOD STORE","2313 BAGBY ST STE B","HOUSTON","TX",77006,1601,"HARRIS",1,6003780,"06/30/2006"
"132",1204861675400002,12048616754,"SUPERMERCADO TELOLOAPAN # 8, I","TELOLOAPAN MEAT MARKET #8","5420 HIGHWAY 6 N","HOUSTON","TX",77084,1826,"HARRIS",2,8000323,"10/31/2007"
"133",1204905112600002,12049051126,"NEW FREEMAN CORPORATION","C & J SUPERMARKET","5104 LOCKWOOD DR","HOUSTON","TX",77026,2947,"HARRIS",2,6005077,"09/30/2006"
"134",1204954627300001,12049546273,"HLT CORPORATION","CT FOOD MART","4221 YELLOWSTONE BLVD","HOUSTON","TX",77021,4150,"HARRIS",1,6003923,"07/31/2006"
"135",1204999423400003,12049994234,"BROADVISION, LLC","I T SHELL","10707 W LITTLE YORK RD","HOUSTON","TX",77041,4001,"HARRIS",3,8000787,"02/29/2008"
"136",1205035237100001,12050352371,"HTV INVESTMENTS, INC.","RICHMOND CONOCO GAS STATION","11414 RICHMOND AVE STE A","HOUSTON","TX",77082,2529,"HARRIS",1,6003798,"07/31/2006"
"137",1205225504400001,12052255044,"SHEHZEB BUSINESS, INC.","SNAPPY MART","11203 BEECHNUT ST","HOUSTON","TX",77072,4233,"HARRIS",1,6004534,"08/31/2006"
"138",1205254673100001,12052546731,"DANDAN CORPORATION","DAN LIQUOR","9806 N HOUSTON ROSSLYN RD","HOUSTON","TX",77088,2132,"HARRIS",1,6005145,"10/14/2006"
"139",1205273524300001,12052735243,"CHIMNEY ROCK SW FREEWAY MOBIL","CHIMNEY ROCK EXXON","5601 SOUTHWEST FWY","HOUSTON","TX",77057,7505,"HARRIS",1,6004105,"07/31/2006"
"140",1205298406400001,12052984064,"SSNS, INC.","HANDI PLUS 6 FOOD MART","13205 EAST FWY","HOUSTON","TX",77015,5804,"HARRIS",1,7000243,"12/31/2006"
"141",1205300012600001,12053000126,"SUN SHINE STAR CORPORATION","SUNRISE SUPER STOP","10602 FUQUA ST","HOUSTON","TX",77089,2404,"HARRIS",1,7005625,"12/31/2007"
"142",1205315542500001,12053155425,"MUKHTAR, INC.","CIRCLE A FOOD STORE","11302 HUFFMEISTER RD","HOUSTON","TX",77065,2004,"HARRIS",1,6004661,"08/31/2006"
"143",1205315542500003,12053155425,"MUKHTAR, INC.","CIRCLE A FOOD STORE #2","13204 FM 529 RD","HOUSTON","TX",77041,2533,"HARRIS",3,10000687,"02/28/2010"
