"","address","lon","lat"
"1015","1893 BARKER CYPRESS RD",-95.6877503,29.7967101
"1016","6450 W 43RD ST",-95.4860761,29.8336836
"1017","2404 BAY AREA BLVD",-95.1089493,29.5724917
"1018","5121 N SHEPHERD DR",-95.4112589,29.8407524
"1019","4439 BISSONNET ST",-95.4511835,29.7159468
"1020","5838 WESTHEIMER RD",-95.4820542,29.7382925
"1021","5330 N BRAESWOOD BLVD",-95.4791738,29.6776408
"1022","7100 BELLAIRE BLVD",-95.5090626,29.7041282
"1023","9365 S MAIN",-95.4229408,29.682589
"1024","3324 NASA ROAD 1",-95.0425596,29.5638892
"1025","9403 FM 1960 RD W",-95.5643301,29.9455674
"1026","6333 SAN FELIPE ST",-95.4970561,29.7497314
"1027","1544 N SHEPHERD DR",-95.4099292,29.7994912
"1028","13215 W LITTLE YORK RD",-95.608303,29.8625597
"1029","5415 KIRBY DR",-95.4180304,29.7233948
"1030","6142 LONG DR",-95.3196652,29.6923623
"1031","3750 ADDICKS CLODINE RD",-95.6609547,29.7163408
"1032","14821 WOODFOREST BLVD",-95.1571356,29.7905197
"1033","475 FM 1960 RD W",-95.4360531,30.0187217
"1034","10302 EAST FWY",-95.2469603,29.77308
"1035","5626 TREASCHWIG RD",-95.3467133,30.0445577
"1036","8402 FAIRBANKS N HOUSTON RD",-95.5245559,29.9033204
"1037","550 E BELTWAY PKWY S",-95.1544381,29.7019843
"1038","2201 E SOUTHMORE AVE",-95.1825176,29.6920322
"1039","1621 RED BLUFF",-95.189955,29.7052582
"1040","921 PASADENA FWY",-95.2220797,29.7092781
"1041","9110 JONES RD",-95.5833079,29.9066396
"1042","3113 BERING DR",-95.479993,29.7326452
"1043","15930 JFK BLVD",-95.3311857,29.9511286
"1044","6205 NORDLING RD",-95.3912966,29.8551787
"1045","2025 W 34TH ST",-95.4360372,29.8169963
"1046","1303 W MOUNT HOUSTON RD",-95.4255394,29.8976233
"1047","21912 MUESCHKE RD STE B1",-95.7357903,30.07819
"1048","1402 COLLEGE AVE",-90.5566801,41.5342011
"1049","6909 AIRLINE DR",-95.384978,29.8625343
"1050","823 EDGEBROOK DR",-95.2342127,29.6454989
"1051","7129 LAWNDALE ST",-95.2933445,29.7176677
"1052","911 STUDEWOOD ST",-95.3881066,29.7877782
"1053","730 S WAYSIDE DR",-95.3090456,29.7309587
"1054","4839 DACOMA ST",-95.4632216,29.806546
"1055","360 W GULF BANK RD",-95.4021257,29.8891767
"1056","4295 BRITTMOORE RD",-95.5703836,29.8315369
"1057","1910 NASA ROAD 1",-95.0272671,29.5634707
"1058","25500 ALDINE WESTFIELD RD",-95.4081291,30.0711686
"1059","6666 W SAM HOUSTON PKWY N",-95.5629175,29.8669094
"1060","13750 CYPRESS NORTH HOUSTON RD",-95.6286204,29.9476963
"1061","2000 ALLEN GENOA RD",-95.2295835,29.6828982
"1062","5091 FM 2351 RD",-95.192808,29.5455304
"1063","13155 KATY FWY",-95.6174172,29.7839348
"1064","6410 RED BLUFF RD",-95.1246812,29.6534694
"1065","402 S MASON RD",-95.7524673,29.7794689
"1066","959 PINELOCH DR",-95.1413133,29.5767567
"1067","3959 N FRY ROAD",-95.720664,29.830731
"1068","7505 SPRING CYPRESS RD",-95.5390693,30.0453899
"1069","5050 FM 2920 RD",-95.4973019,30.0743615
"1070","1546 N WESTGREEN BLVD",-95.7346307,29.7895501
"1071","25525 KUYKENDAHL RD",-95.5541399,30.1317772
"1072","9010 BARKER CYPRESS RD",-95.685695,29.9089846
"1073","11510 BOUDREAUX RD",-95.5907356,30.0551994
"1074","1331 E SAM HOUSTON PKWY S",-95.1527367,29.6903477
"1075","8318 HIGHWAY 6",-98.9272438,32.3899314
"1076","515 CENTER ST",-74.3237601,40.6479503
"1077","8191 BARKER CYPRESS RD",-95.6843591,29.8953278
"1078","10770 SPRING CYPRESS RD",-95.5862214,30.0150709
"1079","14004 FM 529 RD",-95.6213178,29.8797127
"1080","13821 SPRING CYPRESS RD",-95.6353828,30.0044053
"1081","3421 LOUETTA RD",-95.4661086,30.0513389
"1082","16222 WALLISVILLE RD",-95.1433937,29.8145933
"1083","27137 STATE HIGHWAY 249",-95.6253071,30.0692186
"1084","14004 TELGE RD",-95.6519981,29.9774301
"1085","19219 FM 529 RD",-95.7039016,29.879201
"1086","2000 NASA PKWY",-95.0894381,29.5506725
"1087","9377 FM 1960 BYPASS RD W",-95.2874245,30.00578
"1088","24834 GOSLING RD",-95.5054563,30.1279547
"1089","3303 SAGE RD STE 101",-95.4659039,29.7337678
"1090","8450 ALMEDA GENOA RD",-95.2670562,29.6260977
"1091","4981 HIGHWAY 6 N",-95.6466211,29.8485092
"1092","13155 FM 1960 RD W",-95.6150055,29.917027
"1093","2306 NORTHPARK DR",-95.2104793,30.067905
"1094","22710 HOLZWARTH RD",-95.4489113,30.0929963
"1095","27106 HIGHWAY 290",-92.9671975,34.4176874
"1096","2920 ATASCOCITA RD",-95.227173,29.973664
"1097","28520 TOMBALL PKWY",-95.6298663,30.0885366
"1098","7310 LOUETTA RD",-95.5269541,30.0222042
"1099","1550 FRY RD",-95.717149,29.7889086
"1100","6210 FAIRMONT PKWY",-95.1443471,29.6486915
"1101","1621 S MASON RD",-95.7505857,29.7574815
"1102","4955 HIGHWAY 6 N",-95.6475841,29.847253
"1103","11815 WESTHEIMER RD",-95.58577,29.7359897
"1104","7405 FM 1960 RD E",-95.1646175,29.9982426
"1105","3111 WOODRIDGE STE 500",-95.2947652,29.6983935
"1106","16811 EL CAMINO REAL",-95.1176364,29.5544907
"1107","1630 SPENCER HWY",-95.208989,29.6636586
"1108","10100 BEECHNUT ST",-95.559759,29.6906232
"1109","10251 KEMPWOOD DR",-95.5456096,29.8223913
"1110","14498 BELLAIRE BLVD",-95.6416874,29.7057506
"1111","9828 BLACKHAWK BLVD",-95.2499997,29.6015765
"1112","24224 NORTHWEST FRWY",-95.6732414,29.9574758
"1113","10919 LOUETTA RD",-95.5763325,29.9954598
"1114","9710 KATY FWY",-95.5329131,29.7873725
"1115","5225 BUFFALO SPEEDWAY",-95.4271763,29.7269681
"1116","2121 FM 2920 RD",-95.4499001,30.0686343
"1117","12680 W LAKE HOUSTON PKWY",-95.1967692,29.9229083
"1118","1701 W ALABAMA ST",-95.4026268,29.7380744
"1119","3800 LITTLE YORK RD",-95.3333254,29.8697572
"1120","9503 JONES RD",-95.5861804,29.9111124
"1121","28550 HIGHWAY 290",-95.7448592,29.9924261
"1122","9722 FRY RD",-95.7253565,29.926989
"1123","14100 SPRING CYPRESS",-95.6390226,30.0028958
"1124","5895 SAN FELIPE ST",-95.4851276,29.7479767
"1125","26500 KUYKENDAHL RD",-95.5495875,30.1439757
"1126","3501 CLEAR LAKE CITY BLVD",-95.1270831,29.6063705
"1127","4701 EAST BLVD",-95.0967735,29.6670496
"1128","4517 KINGWOOD DR",-95.1821126,30.0510409
"1129","20311 CHAMPION FOREST DR",-95.5770082,30.0538069
"1130","6430 GARTH RD",-94.977466,29.7954949
"1131","2300 N SHEPHERD DR",-95.4088515,29.8074554
"1132","5106 BISSONNET ST",-95.4695077,29.7076365
"1133","5251 FM 2920 RD",-95.5015352,30.0721844
"1134","3663 WASHINGTON AVE STE 100",-95.3965525,29.7689838
"1135","6055 SOUTH FWY",-95.3774319,29.7140461
"1136","4955 BEECHNUT ST",-95.4642681,29.688878
"1137","4440 N MCCARTY ST",-95.267954,29.8005012
"1138","1876 EAST FWY",-95.0333801,29.7950065
"1139","15919 NORTH FWY",-95.4276477,29.9992162
"1140","102 SHELDON RD",-95.1252231,29.7712688
"1141","1305 PASADENA FWY",-95.1963337,29.7143723
"1142","8702 TELEPHONE RD",-95.2890473,29.6415788
"1143","4900 GARTH RD",-94.9743803,29.7763028
"1144","14215 FM 2100 RD",-95.0655619,29.8942391
"1145","27650 STATE HIGHWAY 249",-95.6253356,30.0756327
"1146","6626 FM 1960 RD E",-95.1765365,29.9959049
"1147","5200 FAIRMONT PKWY",-95.1612905,29.6465899
"1148","1313 N FRY RD",-95.7220664,29.7896523
"1149","3506 HIGHWAY 6 S",-95.646224,29.7210925
"1150","155 LOUETTA XING",-95.4307098,30.0645484
"1151","15955 FM 529 RD",-95.6518749,29.8769685
"1152","150 W EL DORADO BLVD",-95.1593352,29.5516428
"1153","3450 FM 1960 RD W",-95.4840136,29.9981635
"1154","13750 EAST FWY",-95.176935,29.7680072
"1155","10411 NORTH FWY # 45",NA,NA
"1156","10750 WESTVIEW DR",-95.5646814,29.7932382
"1157","9451 FM 1960 BYPASS RD W",-95.2811384,30.0066754
"1158","2727 DUNVALE RD",-95.5115421,29.7355775
"1159","13484 NORTHWEST FWY",-95.5090831,29.8537969
"1160","9555 S POST OAK RD",-95.4576322,29.6769937
"1161","1107 SHAVER ST",-95.2105201,29.6934186
"1162","25108 MARKET PLACE DR",-95.8039085,29.7838731
"1163","2700 S KIRKWOOD RD",-95.5915974,29.732948
"1164","12353 FM 1960 RD W",-95.6022069,29.9199436
"1165","9460 W SAM HOUSTON PKWY S",-95.5613998,29.6793659
"1166","9598 ROWLETT RD",-95.237435,29.6304283
"1167","4810 HIGHWAY 6 N",-95.6448914,29.8441969
"1168","5655 E SAM HOUSTON PKWY N",-95.1652012,29.8059902
"1169","13742 N ELDRIDGE PKWY",-95.6103967,29.9813213
"1170","11755 BEECHNUT ST",-95.586121,29.6874508
"1171","11242 S GESSNER DR",-95.5314771,29.6884149
"1172","2165 NORTHPARK DR",-95.2144342,30.0693239
"1173","9235 N SAM HOUSTON PARKWAY E",-95.2526109,29.9363259
"1174","22605 STATE HIGHWAY 249",-95.5937264,30.0140054
"1175","26270 NORTHWEST FWY",-95.6979046,29.9758608
"1176","9700 HILLCROFT ST",-95.4953967,29.6744436
"1177","9025 SPENCER HWY",-95.1000062,29.6663355
"1178","21150 KUYKENDAHL RD",-95.5126896,30.0773401
"1179","6060 N FRY RD",-95.716491,29.8603156
"1180","4412 NORTH FWY",-95.3772699,29.8298319
"1181","1118 SILBER RD",-95.4651667,29.7889054
"1182","13003 STATE HIGHWAY 249",-95.4865542,29.9135357
"1183","111 YALE ST",-95.4014814,29.7725783
"1184","2391 S WAYSIDE DR",-95.3130278,29.716069
"1185","12312 WILL CLAYTON PKWY",-95.1931544,29.978046
"1186","8208 BARKER CYPRESS RD",-95.6831054,29.8979715
"1187","12943 STATE HIGHWAY 249",-84.5743057,41.3835781
"1188","13750A EAST FWY",-95.176935,29.7680072
"1189","8204 BARKER CYPRESS RD",-95.6838876,29.8969402
"1190","5405 S RICE AVE",-95.4653993,29.7235506
"1191","13744 N ELDRIDGE PKWY BLDG 2",-95.6117882,29.9813214
"1192","1107 SHAVER ST BLDG 2",-95.2105201,29.6934186
"1193","20903 HIGHLAND KNOLLS DR",-95.7319361,29.7589012
"1194","20903 HIGHLAND KNOLLS DR # A",NA,NA
"1195","11425 BARKER CYPRESS RD",-95.6796528,29.9418921
"1196","11435 BARKER CYPRESS RD",-95.6792212,29.9422484
"1197","24809 ALDINE WESTFIELD RD",-95.4057465,30.0644757
"1198","24807 ALDINE WESTFIELD RD",-95.4010986,30.060437
"1199","25800 KUYKENDAHL RD",-95.5508045,30.135502
"1200","25850 KUYKENDAHL RD",-95.5535915,30.1224119
"1201","22850 MORTON RANCH RD",-95.7678394,29.8184377
"1202","22750 MORTON RANCH RD",-95.7662275,29.8171972
"1203","10612 S KIRKWOOD RD",-95.5850109,29.6610265
"1204","19255 KUYKENDAHL RD",-95.4929998,30.0498382
"1205","5046 BELLFORT ST",-95.4678738,29.6671392
"1206","15707 WESTPARK DR",-95.6609547,29.7153486
"1207","14610 MEMORIAL DR",-95.6071946,29.7717896
"1208","5219 FM 1960 RD W",-95.5087211,29.9797658
"1209","5586 WESLAYAN ST",-95.4425939,29.721657
"1210","4800 W BELLFORT ST",-95.458766,29.6727148
"1211","2075 WESTHEIMER RD",-95.4099906,29.7419239
"1212","5130 BELLAIRE BLVD",-95.4698354,29.7061794
"1213","3131 W HOLCOMBE BLVD",-95.4258353,29.7047537
"1214","5161 SAN FELIPE ST STE 200",-95.4653305,29.7493968
"1215","12850 MEMORIAL DR STE 1000",-95.5592668,29.773809
"1216","525 S FRY RD",-95.7169845,29.7793597
"1217","18322 CLAY RD",-95.6837631,29.8327097
"1218","2225 LOUISIANA ST",-95.3744077,29.7488736
"1219","3002 N FRY RD",-95.7200691,29.8123541
"1220","9660 WESTHEIMER RD",-95.5369576,29.7386681
"1221","3002 FRY RD",-95.7200691,29.8123541
"1222","11717 W BELLFORT ST",-95.5843049,29.6575648
"1223","5346 W 34TH ST",-95.4668662,29.8206405
"1224","18555 STATE HIGHWAY 249",-95.5570929,29.9662437
"1225","14811 NORTH FWY",-95.4236979,29.9823288
"1226","2601 W MAIN ST",-89.2518431,37.7346088
"1227","4300 OLD SPANISH TRL",-95.3490019,29.7036374
"1228","1475 E MAIN ST",-91.6390545,35.7790932
"1229","3405 FM 2920 RD",-95.4686477,30.0700426
"1230","4514 LOUETTA RD",-95.4827375,30.0440779
"1231","22017 KUYKENDAHL RD",-95.5266671,30.0861567
"1232","3910 SPRING STUEBNER RD",-95.4765114,30.0834834
"1233","25510 KUYKENDAHL RD",-95.5528274,30.1318326
"1234","27015 STATE HIGHWAY 249",-95.624726,30.0673395
"1235","11530 BAMMEL NORTH HOUSTON RD",-95.4976502,29.9459476
"1236","7677 GESSNER RD",-95.541263,29.88557
"1237","11720 STATE HIGHWAY 249",-95.4647982,29.9015475
"1238","7784 FAIRBANKS N HOUSTON RD",-95.5244534,29.8925806
"1239","14550 JOHN F KENNEDY BLVD",-95.3306341,29.9298223
"1240","702 RANKIN RD",-95.4015223,29.9656767
"1241","14834 NORTH FWY",-95.4212835,29.9813924
"1242","21751 CLAY RD",-95.7538458,29.8311229
"1243","19204 FM 529 RD",-95.7042776,29.8802587
"1244","11350 JONES RD",-95.5842107,29.9389382
"1245","8040 FRY RD",-95.7177659,29.8963414
"1246","12091 WESTPARK DR",-95.5918642,29.724255
"1247","22643 MORTON RANCH RD",-95.7648346,29.8168112
"1248","15922 WALLISVILLE RD",-95.151189,29.8115866
"1249","1402 FEDERAL RD",-95.2139041,29.763807
"1250","6206 DECKER DR",-95.0326536,29.7843661
"1251","5035 E WALLISVILLE RD",-94.9853841,29.821854
"1252","9735 SHELDON RD",-95.1283146,29.8566726
"1253","12557 WOODFOREST BLVD",-95.202816,29.7917863
"1254","3418 GARTH RD",-94.9766134,29.7591193
"1255","3949 RED BLUFF RD",-95.1508632,29.6820251
"1256","2817 RED BLUFF RD",-95.171516,29.694447
"1257","3002 CENTER ST",-95.1238263,29.6837931
"1258","1700 UNDERWOOD RD",-95.087496,29.679367
"1259","8929 W FAIRMONT PKWY",-95.0984706,29.6516782
"1260","6155 SOUTH LOOP E",-95.3192077,29.6958696
"1261","7925 HOWARD DR",-95.2674146,29.6764005
"1262","2329 SOUTHMORE BLVD",-95.3756548,29.72169
"1263","11191 MONROE RD",-95.2661175,29.6044165
"1264","1401 SOUTHMORE AVE",-95.192808,29.6919236
"1265","12712 FONDREN RD",-95.5090421,29.6380019
"1266","15182 S POST OAK RD",-95.4656172,29.6062107
"1267","13420 WESTPARK DR",-95.6236583,29.7206333
"1268","19704 KUYKENDAHL RD",-95.4953147,30.057909
"1269","3843 FM 2920 RD",-95.4760198,30.0701863
"1270","2213 SPRING STUEBNER RD",-95.4491862,30.0829706
"1271","1205 N HOUSTON AVE",-95.2588537,30.0054812
"1272","22610 SH 249",-95.5895865,30.0137581
"1273","26620 KUYKENDAHL RD",-95.5481379,30.1454264
"1274","16810 HIGHWAY 3",-95.1286118,29.5483776
"1275","12776 EAST FWY",-95.2065247,29.7705472
"1276","1103 SPENCER HWY",-95.03012,29.66498
"1277","2303 W SAM HOUSTON PKWY N",-95.5646198,29.813458
"1278","21810 KUYKENDAHL RD",-95.5228773,30.083166
"1279","895 W NASA PKWY",-95.125586,29.5316013
"1280","12835 TELGE RD",-95.6502403,29.9621522
"1281","4061 EAST FWY",-95.3290969,29.772219
"1282","4615 SAN JACINTO ST",-95.3822382,29.7314378
"1283","7303 FAIRMONT PKWY",-95.1261434,29.6504841
"1284","2600 S RICHEY ST",-95.2281561,29.6806977
"1285","9393 LONG POINT RD",-95.5241255,29.7975055
"1286","14702 TELGE RD",-95.6525162,29.9915788
"1287","23013 CLAY RD",-95.7779553,29.8315098
"1288","3335 ANTOINE DR",-95.474402,29.8190219
"1289","13345 WEST RD",-95.6055732,29.8966658
"1290","6737 W TIDWELL RD",-95.489374,29.8501546
"1291","8508 FM 1960 BYPASS RD W",-95.2964359,30.0043695
"1292","12912 S POST OAK RD",-95.4640611,29.6403103
"1293","8550 CYPRESS CREEK PKWY",-95.5536856,29.9560289
"1294","2021 LOUETTA RD",-95.4470077,30.0624573
"1295","14960 STATE HIGHWAY 249",-95.5079766,29.9311958
"1296","10803 HUFFMEISTER RD",-95.6294895,29.9318373
"1297","1505 N WESTGREEN BLVD",-95.7355563,29.7893973
"1298","10445 BISSONNET ST",-95.5622817,29.6738922
"1299","12411 KUYKENDAHL RD",-95.4232477,29.966182
"1300","9010 JONES RD",-95.5841286,29.9049834
"1301","1373 FM 1960 RD",-95.095603,30.0218563
"1302","1696 SPRING CYPRESS RD",-95.4394959,30.0735893
"1303","1010 W MOUNT HOUSTON RD",-95.418836,29.898497
"1304","407 FM 1960 RD",-95.4229511,30.0239423
"1305","1069 EDGEBROOK DR",-95.2402088,29.6431408
"1306","6525 GARTH RD",-94.9812422,29.7972927
"1307","2219 HIGHWAY 90",-93.41839,30.228876
"1308","4011 HIGHWAY 6 N",-95.6460005,29.8309465
"1309","13800 NORTH FWY",-95.4172059,29.967537
"1310","8550 BROADWAY ST",-95.2776272,29.6658102
"1311","4646 SPENCER HWY",-95.1726771,29.66495
"1312","2680 HIGHWAY 6 S",-95.6453021,29.7308531
"1313","6401 WOODWAY DR STE 149",-95.4988385,29.7545956
"1314","1700 LAKE KINGWOOD TRL",-95.197475,30.0379443
"1315","1717 FOREST GARDEN DR",-95.1677678,30.0423984
"1316","7615 AMESWOOD RD",-95.6307215,29.8887275
"1317","4519 GARTH RD",-94.9788736,29.7708209
"1318","14545 BAY OAKS BLVD",-95.1259935,29.5933236
"1319","13380 NORTHWEST FWY",-95.5063783,29.850755
"1320","5249 FRANZ RD",-95.8099221,29.8002846
"1321","3902 FELLOWS RD",-95.3574038,29.5886787
"1322","5607 MORNINGSIDE DR",-95.4146343,29.7158644
"1323","7901 LONG POINT RD",-95.4852363,29.802593
"1324","3902 S SHAVER ST",-95.2084408,29.6506647
"1325","6100 BELLAIRE BLVD",-95.4891999,29.706158
"1326","19803 KENSWICK DR",-95.2958964,30.0090647
"1327","3107 BLALOCK RD",-95.5235106,29.822549
"1328","7006 MARTIN LUTHER KING JR BLVD",-95.3371306,29.6767468
"1329","8101 EAST FWY",-95.283638,29.778828
"1330","1620 SOUTH LOOP W",-95.4026268,29.679604
"1331","10801 S POST OAK RD",-95.4635697,29.6638889
"1332","8015-I-10 EAST",-94.8535313,29.8254457
"1333","620 WAYSIDE DR",-83.9683491,33.9486974
"1334","7426 AIRLINE DR",-95.3834036,29.869516
"1335","435 SHELDON RD",-95.1260653,29.7790506
"1336","10902 SCARSDALE BLVD",-95.2119063,29.5847385
"1337","13811 CYPRESS NORTH HOUSTON RD",-95.6298591,29.946366
"1338","5 UVALDE RD",-95.1811424,29.8053626
"1339","15875 FM 529 RD",-95.6486326,29.8777695
"1340","570 EL DORADO BLVD",-95.1406133,29.5601302
"1341","23221 ALDINE WESTFIELD RD # 850",NA,NA
"1342","2327 GRANT ST",-95.3909899,29.7483583
"1343","1336 CROSSTIMBERS ST",-95.3817781,29.8284203
"1344","11290 FONDREN RD",-95.5088372,29.6563784
"1345","9530 WESTHEIMER RD",-95.5345591,29.7374829
"1346","6155 SOUTHWEST FWY",-95.4896854,29.7240817
"1347","17902 FM 2920 RD",-95.7005359,30.0804986
"1348","1402 ELDRIDGE PKWY",-95.6259784,29.759519
"1349","90 HOLLOW TREE LN",-95.4328651,30.0290404
"1350","20607 WESTHEIMER PKWY",-95.7338696,29.7376722
"1351","2001 GENOA RED BLUFF RD",-95.1684196,29.6311876
"1352","6944 CYPRESSWOOD",-95.5156816,30.0108387
"1353","9641 CYPRESSWOOD DR",-95.5506128,29.9904674
"1354","14106 W LAKE HOUSTON PKWY",-95.1759571,29.9310612
"1355","20022 FM 2920",-95.73677,30.0808589
"1356","19707 INTERSTATE 45",-95.4333972,30.0525566
"1357","9303 KATY FWY",-95.5206002,29.7832257
"1358","9805 S MAIN",-95.4259895,29.6784258
"1359","11101 S SAM HOUSTON PARKWAY",-95.2279522,29.6014738
"1360","1002 MONTROSE BLVD",-93.8764546,45.1578451
"1361","13259 WESTHEIMER RD",-95.6232888,29.7353961
"1362","2539 BISSONNET ST",-95.4182146,29.725124
"1363","11355 FM 2920 RD",-95.5935263,30.0991669
"1364","12902 TELGE RD",-95.6495743,29.9649739
"1365","18335 GULF FWY",-95.152407,29.5553258
"1366","511 LOCKWOOD DR",-95.3232804,29.751432
"1367","8495 S SAM HOUSTON PKWY E",-95.2669745,29.6012667
"1368","201 NORTHPARK DR",-95.2444309,30.068651
"1369","21334 INTERSTATE 45",-95.4350934,30.0747154
"1370","2279 NORTHPARK DR",-95.2119675,30.0690839
"1371","4502 KINGWOOD DR",-95.1834979,30.0498131
"1372","7435 FM 1960 RD E",-95.1629418,29.999141
"1373","7704 FM 1960 BYPASS RD W",-95.3083333,30.0038175
"1374","702 FM 1960 RD E",-95.4199992,30.0232487
"1375","15931 JOHN F KENNEDY BLVD",-95.3322479,29.9510857
"1376","12000 GREENSPOINT DR",-95.4069836,29.9417866
"1377","10303 NORTH FWY",-95.4137546,29.9157665
"1378","12610 STATE HIGHWAY 249",-95.4804231,29.9119599
"1379","2780 N SAM HOUSTON PKWY W",-95.4597102,29.9388632
"1380","10955 W SAM HOUSTON PKWY N",-95.5559855,29.9235555
"1381","17438 NORTHWEST FWY",-95.5839193,29.8908434
"1382","20600 NORTHWEST FWY",-95.6278879,29.9241148
"1383","17906 STATE HIGHWAY 249",-95.5472705,29.9618167
"1384","19712 STATE HIGHWAY 249",-95.5668965,29.9817232
"1385","21103 STATE HIGHWAY 249",-95.5806818,29.9971664
"1386","12360 GRANT RD",-95.6118336,29.9855367
"1387","18001 FM 529 RD",-95.6837631,29.8795656
"1388","4255 HIGHWAY 6 N",-95.6457386,29.8340977
"1389","7006 HIGHWAY 6 N",-95.6449324,29.8796526
"1390","745 HIGHWAY 6 S",-95.6437823,29.7759619
"1391","585 S MASON RD",-95.7511504,29.7751988
"1392","550 W GRAND PKWY S",-95.7782132,29.772376
"1393","12355 KATY FWY",-95.6060042,29.7839674
"1394","11035 KATY FWY",-95.5753478,29.7835931
"1395","12590 WESTHEIMER RD",-95.605409,29.7365364
"1396","10410 WESTHEIMER RD",-95.5587951,29.7375967
"1397","9670 WESTHEIMER RD",-95.5385977,29.7375172
"1398","8155 KATY FWY",-95.4840484,29.7830303
"1399","5702 WESTHEIMER RD",-95.4771667,29.7384901
"1400","5402 NORTH FWY",-95.392585,29.8462247
"1401","3140 SOUTHWEST FWY",-95.4277902,29.7306869
"1402","10004 BELLAIRE BLVD",-95.5582824,29.7049403
"1403","10010 BEECHNUT ST",-95.5582824,29.6901437
"1404","9322 BISSONNET ST",-95.5406069,29.6763099
"1405","11814 WILCREST DR",-95.5682298,29.6501341
"1406","2525 S SHEPHERD DR",-95.4104815,29.7431668
"1407","2402 S WAYSIDE DR",-95.315989,29.7147999
"1408","738 LATHROP ST",-95.3015463,29.7750865
"1409","7805 S SAM HOUSTON PKWY E",-95.2858527,29.6013533
"1410","11575 S SAM HOUSTON PKWY E",-95.2170641,29.6017658
"1411","5501 FAIRMONT PKWY",-95.1574422,29.6498818
"1412","3818 RED BLUFF RD",-95.1554045,29.6839027
"1413","2405 BAY AREA BLVD",-95.109865,29.5729309
"1414","13902 HIGHWAY 3",-94.3360698,36.4320926
"1415","101 S ALEXANDER DR",-94.9591775,29.7289285
"1416","2401 GARTH RD",-94.9777198,29.7492749
"1417","3600 N MAIN ST",-86.1817639,41.6924415
"1418","4500 GARTH RD",-94.9771615,29.770401
"1419","8435 FM 1960 BYPASS RD W",-95.2973735,30.005347
"1420","13290 NORTHWEST FWY",-95.5020346,29.8488627
"1421","535 FM 1960 RD E",-95.4213107,30.0240714
"1422","3324 NORTHPARK DR",-95.1888083,30.0673641
"1423","7501 FM 1960 RD E",-95.1619119,29.9986633
"1424","5910 WEST LOOP S",-95.4608875,29.7170816
"1425","18040 HIGHWAY 59 N",-95.2760761,29.981378
"1426","3936 KIRBY DR",-95.4190636,29.7315061
"1427","1003 FM 1960 BYPASS RD E",-95.2579681,30.0056202
"1428","5103 CYPRESS CREEK PKWY",-95.5071473,29.9826797
"1429","14002 MEMORIAL DR",-95.5902927,29.7712624
"1430","110 E LOUETTA RD",-95.4334292,30.0658035
"1431","535 S FRY RD",-95.718609,29.7790417
"1432","19999 KATY FWY",-95.718424,29.7825882
"1433","3939 SOUTHWEST FWY",-95.4408058,29.728169
"1434","2525 SOUTHWEST FWY",-95.4181378,29.7299071
"1435","1632 S VOSS RD",-95.5015634,29.7499954
"1436","10330 BISSONNET ST",-95.5612562,29.6752436
"1437","8525 KATY FWY",-95.4936144,29.7833329
"1438","21901 KATY FWY",-95.7523026,29.7828567
"1439","1101 KINGWOOD DR",-95.2400661,30.0501007
"1440","5498 FAIRMONT PKWY",-95.1579575,29.6493491
"1441","7100 GARTH RD",-94.9813031,29.8039437
"1442","9970 BELLAIRE BLVD",-95.5563342,29.7050445
"1443","8335 HIGHWAY 6 S",-95.6431251,29.6901276
"1444","2747 HIGHWAY 6 S",-95.6432894,29.729631
"1445","15655 SPACE CENTER BLVD",-95.1222998,29.5779866
"1446","4406 E SAM HOUSTON PKWY N",-95.1606387,29.7910147
"1447","11110 WESTHEIMER RD",-95.5720451,29.7370857
"1448","110 W RANKIN RD",-95.4203423,29.9664364
"1449","3615 TIDWELL RD",-95.3325748,29.8491973
"1450","2602 WEST LOOP S",-95.4590244,29.7405461
"1451","14703 MEMORIAL DR",-95.6089804,29.7696627
"1452","19520 HIGHWAY 59 N",-95.2688851,30.0006917
"1453","16760 HIGHWAY 3",-95.1291187,29.5489244
"1454","7604 EAST FWY",-95.2908417,29.7771101
"1455","8 CENTER ST # SR",NA,NA
"1456","12907 FRY RD",-95.7034963,29.9673365
"1457","8253 LOUETTA RD",-95.5380032,30.0127614
"1458","24102 KUYKENDAHL RD",-95.5531556,30.1123905
"1459","2503 ALMEDA GENOA RD",-95.3854892,29.6148974
"1460","20449 FM 529 RD",-95.7229858,29.8797136
"1461","10902 FRY RD",-95.7162853,29.9423374
"1462","11617 KATY FWY # B",NA,NA
"1463","8012 N SAM HOUSTON PKWY E",-95.2673418,29.937226
"1464","20621 NORTHWEST FWY",-95.6275799,29.9225291
"1465","1090 KINGWOOD DR",-95.2412046,30.0491547
"1466","740 KATY FORT BEND RD",-95.8013137,29.7817783
"1467","1807 W GRAND PKWY N",-95.7747196,29.8033329
"1468","1507 N MASON RD",-95.7527091,29.7937622
"1469","21831 INTERSTATE 45",-95.4379814,30.0811658
"1470","23903 KATY FWY",-95.7861183,29.7846515
"1471","22207 KUYKENDAHL RD",-95.5279994,30.0874729
"1472","25006 FM 529 RD",-95.740361,29.8796207
"1473","23007 FM 529",-95.7745117,29.8747126
"1474","9106 N GRAND PARKWAY W",-95.5343859,30.0857106
"1475","7171 SOUTHWEST FWY",-95.511181,29.7046717
"1476","8190 KATY FWY",-95.4843122,29.7847785
"1477","10 ALDINE BENDER RD",-95.410362,29.931395
