"","lon","lat","Location.Name"
"968",-95.501655,29.7345968,"SHOP N GO"
"969",-95.4975273,29.7277699,"98 CENTS PLUS STOP"
"970",-95.4905256,29.7385906,"STOGIE'S WORLD CLASS CIGARS"
"971",-95.4997194,29.7493503,"RICHARDS LIQUORS AND FINE WINE"
"972",-95.5019117,29.7327751,"LA MICHOACANA MEAT MARKET #31"
"973",-95.4807508,29.7305616,"MAZAJ HOOKAH BAR & LOUNGE"
"974",-95.4997194,29.7260327,"EL SOL MARKET"
"975",-95.4944133,29.7241101,"MOM AND POP CONVENIENANCE"
"976",-95.4831471,29.7372507,"CHAMA GAUCHA BRAZILIAN STEAKHO"
"977",-95.4853592,29.7504188,"SUPER K CORNER STORE"
"978",-95.4836387,29.7368695,"DANDANAH"
"979",-95.4972452,29.7253057,"POP SUPERMARKET"
"980",-95.4977834,29.7382571,"WESTHEIMER PINE-APPLE XPRESS"
"981",-95.4838026,29.7363215,"THE CAFE EUROPE OLD WORLD COFF"
"982",-95.4937987,29.7381629,"CIRCLE A FOOD MART"
"983",-95.4942699,29.7372639,"SMOKE ALLEY ONE INC"
"984",-95.4846423,29.7353171,"SUNNY'S FOOD STORE"
"985",-95.487894,29.7323535,"WASFI GRILL AND HOOKAH"
"986",-95.487039,29.7383075,"RIVER OAKS PLANT HOUSE"
"987",-95.494864,29.7253093,"SUPERMERCADO AMERICAS"
"988",-95.494864,29.7253093,"MARATHON PHILLIPS"
"989",-95.4879251,29.7325218,"LUXURY SMOKE"
"990",-95.4879251,29.7325218,"LUXURY SMOKE"
"991",-95.477794,29.7319862,"HOUSTON WINE AND SPIRITS"
"992",-95.4944748,29.7380673,"JAMES LIQUOR"
"993",-95.4971175,29.7361762,"4 T'S MINI MART"
"994",-95.4962389,29.7372732,"STILL SMOKIN SMOKE SHOP & VAPE"
"995",-95.5016398,29.7306705,"ALMADINA SUPER MARKET"
"996",-95.4979165,29.7372481,"WE'RE DOUGH"
"997",-95.4835977,29.7371869,"PBM ENTERPRISES INC DBA NOMAD"
"998",-95.4849496,29.7334777,"CAFE MAWAL"
"999",-95.4994916,29.7314352,"THE HOOKAH KING, LLC"
"1000",-95.4849149,29.7265644,"MR. EXPRESS"
"1001",-95.4844785,29.7286033,"SUPER K"
"1002",-95.5017887,29.7283149,"CAXAJ STORE, LLC INTERNATIONAL"
"1003",-95.5004775,29.7274672,"MECCA HALAL MEAT & SUPERMARKET"
"1004",-95.5030181,29.7417045,"VOSS PARK MART"
"1005",-95.4961547,29.7392605,"SC SMOKE SHOP AND BOUTIQUE LLC"
"1006",-95.4986541,29.7372175,"CAXAJ STORE # 2 INTERNATIONAL"
"1007",-95.4835977,29.7371869,"LUXE SMOKE"
"1008",-95.4982648,29.7496587,"CBD VAPE"
"1009",-95.4994941,29.7321988,"HOOKAH HUT"
"1010",-95.4879251,29.7325218,"SHISHA CENTER LLC"
"1011",-95.4879251,29.7325218,"SHISHA CENTER LLC"
"1012",-95.4845399,29.731059,"PARMA LOUNGE"
"1013",-95.4580007,29.6895675,"DZ BEECHNUT"
"1014",-95.4781088,29.6792189,"WALGREENS #0553"
"1015",-95.4912995,29.6874273,"COX FOODARAMA #2"
"1016",-95.5100667,29.6567786,"FIESTA MART #24"
"1017",-95.4791738,29.6776408,"CIRCLE K #2742393"
"1018",-95.4642681,29.688878,"HEB FOOD STORE #745"
"1019",-95.4576322,29.6769937,"WAL-MART STORE #2718"
"1020",-95.4953967,29.6744436,"WAL-MART NEIGHBORHOOD MARKET #"
"1021",-95.5088372,29.6563784,"TIMEWISE FOOD STORE #2801"
"1022",-95.4598433,29.689627,"QMART #4 MEYERLAND"
"1023",-95.492078,29.6878914,"DELTA FOOD STORE"
"1024",-95.4929193,29.6764818,"ANATAX CORPORATION"
"1025",-95.4929179,29.6766443,"H LIQUOR"
"1026",-95.47582,29.68867,"MEYERLAND CITGO"
"1027",-95.4929214,29.687818,"BEECHNUT CHEVRON"
"1028",-95.4970356,29.666073,"E Z FOOD STORE"
"1029",-95.5098208,29.6722215,"FAMILY DOLLAR STORE #23105"
"1030",-95.4896198,29.688354,"FAMILY DOLLAR STORE #5260"
"1031",-95.5074888,29.6567834,"FAMILY DOLLAR STORE #7428"
"1032",-95.4787027,29.678856,"CK LIQUOR"
"1033",-95.5041245,29.6706077,"SHOP N CARRY #1"
"1034",-95.5097798,29.6729903,"LA MORELIANA MEAT MARKET # 4"
"1035",-95.4935309,29.6736123,"SUNNY FOOD MART"
"1036",-95.4896198,29.688354,"VALU WINE & SPIRITS"
"1037",-95.5076078,29.6743889,"PHONE TOWN"
"1038",-95.5081098,29.6754171,"AMIGO"
"1039",-95.5100629,29.65735,"PRINCE DOLLAR"
"1040",-95.4977117,29.65799,"ALBURY FOOD STORE"
"1041",-95.5091651,29.6664729,"POLAR EXPRESS"
"1042",-95.4757741,29.6892867,"MEYERLAND SHELL"
"1043",-95.4795424,29.6818219,"QUIK FOOD STORE #14"
"1044",-95.5087892,29.665888,"FONDREN SMOKE & CBD"
"1045",-95.5088452,29.6657657,"POLAR LIQUOR"
"1046",-95.5088452,29.6657657,"POLAR LIQUOR"
"1047",-95.5061928,29.6662276,"SHOP N CARRY"
"1048",-95.5088452,29.6657657,"POLAR LIQUOR"
"1049",-95.5088452,29.6657657,"POLAR LIQUOR"
"1050",-95.4809351,29.677162,"PIPED DREAMZ HOOKAH DEN"
"1051",-95.5829659,29.7155122,"COASTAL MART"
"1052",-95.5807228,29.7286706,"RICHMOND CONOCO GAS STATION"
"1053",-95.5887247,29.7317161,"WALGREENS #07722"
"1054",-95.5855608,29.7291851,"ROYAL OAKS CC HOUSTON, INC."
"1055",-95.6449455,29.7205162,"MURPHY USA #6950"
"1056",-95.6351774,29.7289161,"CIRCLE K STORE #2703588"
"1057",-95.6609547,29.7163408,"CIRCLE K #2742633"
"1058",-95.646224,29.7210925,"WAL-MART SUPERCENTER #772"
"1059",-95.6609547,29.7153486,"LA MICHOACANA MEAT MARKET"
"1060",-95.5918642,29.724255,"STRIPES STORE 40968H"
"1061",-95.6236583,29.7206333,"7-ELEVEN CONVENIENCE STORE #38"
"1062",-95.6453021,29.7308531,"GOODY GOODY LIQUOR #40"
"1063",-95.6432894,29.729631,"TIMEWISE FOOD STORE #258"
"1064",-95.6235351,29.712024,"Z'S EXXON"
"1065",-95.5761479,29.7322681,"WESTCHASE SHELL"
"1066",-95.6705496,29.7194262,"AL'S SPORTS BAR"
"1067",-95.615227,29.715414,"UNIQUE LIQUOR"
"1068",-95.6447222,29.7132365,"FIRST STOP FOOD STORE #14"
"1069",-95.6187615,29.7217125,"GIBBY'S FOOD MART"
"1070",-95.6387609,29.7110056,"SHELL FOOD MART"
"1071",-95.6705496,29.7194262,"SMOKE N STUFF"
"1072",-95.6054892,29.7157194,"DAIRY ASHFORD TEXACO"
"1073",-95.6054499,29.7229643,"FAMILY DOLLAR STORE #8289"
"1074",-95.6597221,29.715762,"FAMILY DOLLAR STORE #10150"
"1075",-95.6149332,29.7170114,"SYNOTT FOOD MART"
"1076",-95.6535927,29.7322402,"WESTOAK FOOD MART"
"1077",-95.6599686,29.7169241,"ALL DISCOUNT # 1 FOOD STORE"
"1078",-95.6143379,29.7124135,"ALL SEASON EXPRESS MART"
"1079",-95.6538058,29.7315281,"LIQUOR EXPRESS & WHOLESALE INC"
"1080",-95.6062505,29.7302097,"HIGH FIVE STORE"
"1081",-95.6509095,29.7352366,"EAGLE MART"
"1082",-95.6670977,29.7223247,"SUPER K GROCERY"
"1083",-95.6432894,29.7347719,"SKY LOUNGE"
"1084",-95.5919975,29.7309806,"ALL SEASONS FOOD MART"
"1085",-95.6056347,29.7234257,"24 SEVEN #19"
"1086",-95.6051627,29.7300528,"FRESH HUT DAIRY ASHFORD"
"1087",-95.6308652,29.7296856,"WEST WIND MINI MARKET"
"1088",-95.5911049,29.7143869,"ROADSTER #10"
"1089",-95.6432688,29.718921,"BUCKY'S #1200"
"1090",-95.6042801,29.720371,"S & B LIQUOR & FINE CIGARS"
"1091",-95.5899767,29.7304061,"TOP CHOICE SMOKE AND CELLPHONE"
"1092",-95.6592496,29.71594,"WESTPARK SHELL"
"1093",-95.6668922,29.7118253,"VINEYARD MARKET"
"1094",-95.6249313,29.7118746,"FRESH HUT P66"
"1095",-95.6096167,29.7169882,"24-7 STOP N GO #4"
"1096",-95.6446977,29.728666,"VEGAS SMOKE SHOP"
"1097",-95.6152001,29.7153989,"SYNOTT MINI MARKET"
"1098",-95.6042801,29.720371,"SHADOWLAKE FOOD STORE"
"1099",-95.6153233,29.7159801,"HIGH FIVE STORE #2"
"1100",-95.6350698,29.7282792,"BEIT WARD"
"1101",-95.6152001,29.7153989,"SMOKE AND VAPE SHOP"
"1102",-95.6051011,29.7308897,"LIT SMOKING & HOOKAH"
"1103",-95.5703836,29.8315369,"CIRCLE K #2740934"
"1104",-95.5456096,29.8223913,"HEB FOOD STORE #577"
"1105",-95.5646814,29.7932382,"WAL-MART STORE #1409"
"1106",-95.5646198,29.813458,"7-ELEVEN CONVENIENCE STORE #41"
"1107",-95.5643122,29.7913153,"HANDI STOP #103"
"1108",-95.5858931,29.7855382,"ZONE D' EROTICA"
"1109",-95.5483777,29.7911497,"SUNRISE GROCERY #9"
"1110",-95.5793183,29.7925926,"SUNRISE GROCERY_#10"
"1111",-95.5627534,29.8133786,"SHELL"
"1112",-95.5627534,29.8133786,"SHELL"
"1113",-95.5643122,29.7913153,"HANDI STOP #103"
"1114",-95.5692041,29.8323639,"SHELL FOOD MART-CHURCH'S"
"1115",-95.5701579,29.8048862,"SAM'S MART #4"
"1116",-95.569481,29.8011057,"SAM'S MART #6"
"1117",-95.5627534,29.8133786,"TEXKING, LTD."
"1118",-95.5627534,29.8133786,"TEXKING, LTD."
"1119",-95.554386,29.7932646,"LINDELL'S MIDGET MARKET"
"1120",-95.5687836,29.7860331,"ATHENA GUN CLUB"
"1121",-95.545097,29.7939919,"SMILE MART"
"1122",-95.5461125,29.8318798,"BUCKY'S #1210"
"1123",-95.5621183,29.7902108,"BUCKY'S #1206"
"1124",-95.5547961,29.8110984,"HAPPY FOOD MART"
"1125",-95.5769069,29.7966009,"UPLAND MART"
"1126",-95.5625893,29.831414,"CLAY FOOD MART #3"
"1127",-95.569399,29.8133697,"PETROMART #107"
"1128",-95.4585634,30.0095185,"SHOP N GO #9"
"1129",-95.4585634,30.0095185,"SHOP N GO #9"
"1130",-95.4353152,30.021594,"KROGER TEXAS L.P. #395"
"1131",-95.450893,30.0135848,"WALGREENS # 4513"
"1132",-95.4223474,29.9654084,"WALGREENS #15155"
"1133",-95.4394345,30.024426,"EXCLUSIVE FOOD MART #3"
"1134",-95.4514974,30.0138188,"S A S LIQUOR"
"1135",-95.4342567,29.9862168,"DOLLAR GENERAL STORE #11010"
"1136",-95.4596386,30.0098396,"DOLLAR GENERAL STORE # 3114"
"1137",-95.4523512,30.0145024,"FOOD TOWN #217"
"1138",-95.434598,29.9781829,"SPEC'S LIQUOR #4"
"1139",-95.4360531,30.0187217,"CIRCLE K #2742647"
"1140",-95.4276477,29.9992162,"PILOT TRAVEL CENTER #729"
"1141",-95.4236979,29.9823288,"STRIPES STORE 41030H"
"1142",-95.4212835,29.9813924,"STRIPES STORE 40961H"
"1143",-95.4232477,29.966182,"7-ELEVEN CONVENIENCE STORE #41"
"1144",-95.4172059,29.967537,"7-ELEVEN CONVENIENCE STORE # 4"
"1145",-95.4328651,30.0290404,"TIMEWISE FOOD STORE #041"
"1146",-95.4203423,29.9664364,"TIMEWISE FOOD STORE #263"
"1147",-95.4298608,30.0218576,"TIMEWISE #815"
"1148",-95.4279004,30.0279166,"HANDI PLUS # 60"
"1149",-95.4539267,30.0135195,"A FOOD MART"
"1150",-95.431801,29.9897397,"SHOP N SAVE"
"1151",-95.4405193,30.001221,"PETROMART #108"
"1152",-95.4405193,30.001221,"PETROMART #108"
"1153",-95.4394386,29.9823947,"FAMILY DOLLAR STORE #8206"
"1154",-95.4491717,30.0155988,"LA MICHOACANA MEAT MARKET"
"1155",-95.4594748,30.0027338,"STOP N FLY"
"1156",-95.4477343,30.0161391,"1960 CORNER FOOD STORE"
"1157",-95.4200704,29.9650478,"STAR SHOP 29"
"1158",-95.4362709,30.0194933,"2Q 255223"
"1159",-95.4265625,29.982121,"20 STAR"
"1160",-95.4502419,30.0127266,"ORBIT #4"
"1161",-95.4490751,29.992089,"FUEL MAXX #9"
"1162",-95.4597948,30.0096752,"COGNAC CIGARS"
"1163",-95.4360576,30.0200866,"TIGER LIQUOR"
"1164",-95.4459356,30.0166172,"EL TAQUITO MEAT MARKET"
"1165",-95.4410432,30.019369,"CALI FOOD STORE"
"1166",-95.4311462,29.9764392,"KUYKENDAHL TEXACO"
"1167",-95.4459356,30.0166172,"H TOWN VAPE"
"1168",-95.4332744,29.9847264,"LUX LIQUORS & CIGARS"
"1169",-95.4330288,30.0158901,"EXPRESS MART #7"
"1170",-95.436665,29.981189,"GAS EXPRESS"
"1171",-95.4322103,29.9897229,"ASH'S FOOD MART"
"1172",-95.4625254,30.0061863,"DAIQUIRI ISLAND TOGO"
"1173",-95.4350613,29.9953623,"TIME MAXX #7"
"1174",-95.4405295,30.0313236,"CYPRESS EXPRESS MART"
"1175",-95.4287724,30.0111137,"MYSTIQ STORES, LLC"
"1176",-95.4459356,30.0166172,"SPACE LIQUOR"
"1177",-95.4341125,29.9837565,"24 SEVEN #35"
"1178",-95.444605,30.0171875,"713 LIQUOR"
"1179",-95.460693,30.0030098,"KUYKENDAHL MINI MART"
"1180",-95.460693,30.0030098,"KUYKENDAHL MINI MART"
"1181",-95.4604371,30.0017711,"ELLA FOOD STORE"
"1182",-95.4383695,30.0190001,"SMOKEYDOKE"
"1183",-95.431494,29.9904052,"BELLA MART"
"1184",-95.4214676,29.9827581,"PETRO MART #101"
"1185",-95.460693,30.0030098,"FADDY'S FOOD MART"
"1186",-95.460693,30.0030098,"FADDY'S FOOD MART"
"1187",-95.4320261,30.0214005,"DEE TEE'S HOOKAH WORLD"
"1188",-95.4350613,29.9953623,"TM LIQUOR"
"1189",-95.4511211,30.0142968,"CHECKPOINT #103"
"1190",-95.4437941,30.014951,"ONE STOP"
"1191",-95.4504172,30.0148095,"SOUND REVOLUTION RECORDS & GIF"
"1192",-95.4442093,30.0171309,"FLAMINGO FOOD STORE"
"1193",-95.4437941,30.014951,"ALL IN ONE CIGARS"
"1194",-95.4405193,30.001221,"PETROMART 108"
"1195",-95.4405193,30.001221,"PETROMART 108"
"1196",-95.4585634,30.0095185,"STOP N GO 1960"
"1197",-95.4585634,30.0095185,"STOP N GO 1960"
"1198",-95.5292908,29.6420351,"SUPERMERCADO POPULAR"
"1199",-95.5286349,29.6699505,"METRO FOOD #2"
"1200",-95.5272,29.6707773,"WALGREENS # 4514"
"1201",-95.5297828,29.6374112,"WALGREENS #04105"
"1202",-95.5300697,29.6570305,"WAL-MART NEIGHBORHOOD MARKET #"
"1203",-95.528815,29.6708055,"BRAEBURN LIQUOR"
"1204",-95.5138498,29.6562774,"NAMI LIQUORS"
"1205",-95.5276715,29.6413578,"CHEVRON FOOD MART"
"1206",-95.5286349,29.6417916,"SPIN N MART"
"1207",-95.5181614,29.6417531,"NEIGHBORHOOD LIQUOR"
"1208",-95.5278635,29.66532,"GESSNER FOOD MART"
"1209",-95.5242485,29.6559189,"ZIP IN ZIP OUT"
"1210",-95.5227838,29.6560584,"K & L WINE AND SPIRITS"
"1211",-95.5099654,29.6564233,"JIM'S LIQUOR"
"1212",-95.5290296,29.6623365,"SAMWAY FOOD STORE"
"1213",-95.5306437,29.6379621,"MAK FOOD MART"
"1214",-95.5306437,29.6379621,"MAK FOOD MART"
"1215",-95.5278969,29.6755763,"NEW SAVE N GO"
"1216",-95.5181614,29.6417531,"A TO Z FOOD MART"
"1217",-95.5276305,29.6554397,"BELLFORT FOOD MART"
"1218",-95.527733,29.6672807,"THRIFY FOOD STORE"
"1219",-95.5199034,29.6415679,"SHORT STOP"
"1220",-95.5219939,29.6649926,"WELCOME FOOD MART"
"1221",-95.5306437,29.6379621,"MUNCH N SIP"
"1222",-95.5306437,29.6379621,"MUNCH N SIP"
"1223",-95.5276715,29.6413578,"FUEL HUB"
"1224",-95.5242485,29.6559189,"BABA JOLLOF INC"
"1225",-95.5286349,29.6417916,"SPIN N MART"
"1226",-95.5204958,29.6555303,"WATERPLUS"
"1227",-95.5096978,29.6659545,"RICKS GROCERY"
"1228",-95.5270219,29.654705,"HIGH SUPPLY"
"1229",-95.5101691,29.6751625,"SMOKER'S PLACE"
"1230",-95.4024836,29.8278362,"SPEEDEXX FOOD STORE"
"1231",-95.4342235,29.8287494,"U P LIQUOR"
"1232",-95.4159232,29.8344316,"LUCKY 7 FOOD MART"
"1233",-95.4325467,29.828563,"KROGER TEXAS L.P. #356"
"1234",-95.4305732,29.8277913,"WALGREENS #06619"
"1235",-95.4496278,29.8329807,"43RD FOOD STORE"
"1236",-95.4452678,29.8338137,"DOLLAR GENERAL STORE #19826"
"1237",-95.4112589,29.8407524,"CIRCLE K #2742386"
"1238",-95.4360372,29.8169963,"CIRCLE K #2740079"
"1239",-95.4282813,29.8405061,"HANDI STOP 7"
"1240",-95.399477,29.8287026,"BONJOUR FOOD STORE"
"1241",-95.3992316,29.8279012,"J & B FOOD MART"
"1242",-95.4293454,29.8406427,"EVERYDAY"
"1243",-95.3992112,29.8159334,"LEE'S FOOD MARKET"
"1244",-95.4199945,29.8213054,"CATTY-CORNER ICE HOUSE"
"1245",-95.4276598,29.8393812,"FAMILY DOLLAR #1756"
"1246",-95.4115862,29.8381248,"FAMILY DOLLAR STORE #7488"
"1247",-95.4001266,29.8135998,"STAR STOP 53"
"1248",-95.4299388,29.8133696,"STAR STOP 66"
"1249",-95.4436612,29.8104031,"SUNNY FOOD STORE"
"1250",-95.4292431,29.8275078,"LIM LIQUOR"
"1251",-95.4098576,29.8177417,"VILLAGE LIQUOR"
"1252",-95.4421362,29.8414019,"PINE GRILL FOOD STORE"
"1253",-95.406668,29.82381,"GOBRANDS, INC."
"1254",-95.4110339,29.8316791,"SUNMART #156"
"1255",-95.4502828,29.8323677,"NANI FOOD MART"
"1256",-95.4367944,29.8203236,"BEST HANDI STOP # 75"
"1257",-95.4300821,29.8286228,"HANDI STOP #12"
"1258",-95.409786,29.8295439,"LA CARNICERIA MEAT MARKET"
"1259",-95.4110952,29.81777,"SUNNY'S GROCERY & TOBACCO"
"1260",-95.402533,29.834416,"HARVEST FOOD STOP"
"1261",-95.4451041,29.832378,"CORNER MARKET"
"1262",-95.4451041,29.832378,"CORNER MARKET"
"1263",-95.44678,29.8178193,"1 STOP FOOD MART"
"1264",-95.4031791,29.8396627,"YALE GROCERY STORE"
"1265",-95.4032404,29.8402687,"YALE FOOD MART"
"1266",-95.4451041,29.832378,"BREAKTIME"
"1267",-95.4451041,29.832378,"BREAKTIME"
"1268",-95.5197599,29.7217723,"COURTESY CHEVRON #2"
"1269",-95.5066037,29.7371132,"BC SMOKE SHOP"
"1270",-95.5354287,29.738269,"WALGREEEN'S # 6484"
"1271",-95.5106404,29.7382309,"SPEC'S LIQUOR #5 SPEC'S WINES"
"1272",-95.5396433,29.7227026,"CIRCLE K #2742166"
"1273",-95.5054358,29.7378607,"CIRCLE K #2742334"
"1274",-95.5115421,29.7355775,"WAL-MART SUPERCENTER #2066"
"1275",-95.5369576,29.7386681,"RANDALL'S #2961"
"1276",-95.5345591,29.7374829,"TIMEWISE FOOD STORE #031"
"1277",-95.5385977,29.7375172,"TIMEWISE #838"
"1278",-95.5321094,29.7364689,"NICK'S PLACE"
"1279",-95.5212069,29.7295179,"TROPICANA NITE CLUB"
"1280",-95.514452,29.7297285,"STEP N GO"
"1281",-95.5318121,29.7370112,"WESTHEIMER SHELL"
"1282",-95.5318121,29.7370112,"WESTHEIMER SHELL"
"1283",-95.5343746,29.7368366,"LANKA-MEX FOOD MART"
"1284",-95.5148209,29.7368845,"AL'S LIQUOR"
"1285",-95.521625,29.737774,"SMOKIN' JAY'S"
"1286",-95.5260112,29.7295181,"BEVERAGE BARN"
"1287",-95.5386182,29.7368624,"COURTESY CHEVRON #5"
"1288",-95.5350428,29.7290475,"REGIOS MEAT MARKET #2"
"1289",-95.519464,29.7370599,"A & A FOOD MART"
"1290",-95.5349281,29.7282668,"FOUR STAR FOOD MART"
"1291",-95.5346013,29.7207035,"ALRAHMAN"
"1292",-95.527528,29.7277861,"OCEE FOOD MART"
"1293",-95.5330625,29.7208346,"WESTPARK FUEL CENTER"
"1294",-95.5207623,29.7294142,"VAPOR TIME"
"1295",-95.5138082,29.7284063,"NANCY QS SUPER MART"
"1296",-95.5403916,29.7214648,"LA COSTENA MEAT MARKET"
"1297",-95.5265031,29.7379767,"MEMORIAL FINE WINES & SPIRITS"
"1298",-95.5150975,29.7380569,"BOOMTOWN VAPOR LLC"
"1299",-95.5387207,29.7215007,"PETROL PUMP #2"
"1300",-95.5146979,29.7288162,"AL ARABI"
"1301",-95.5379232,29.740551,"SHELBY'S LIQUOR III"
"1302",-95.5150333,29.72258,"KAIF, INC"
"1303",-95.5187967,29.7369446,"ESKIMO HUT FROZEN DAIQUIRIS TO"
"1304",-95.5352342,29.7289814,"RICHMOND CORNER"
"1305",-95.5133574,29.7286171,"BIZARRE TIMES 1, LLC"
"1306",-95.5288603,29.7208972,"LA PETITE MARKET"
"1307",-95.5234081,29.7369105,"DEJLA"
"1308",-95.5231799,29.7214242,"AL MAWARDE HOOKA SUPPLY"
"1309",-95.5199854,29.7295435,"SOUQ MARKETS AT RICHMOND, INC."
"1310",-95.5295198,29.729586,"LEE'S SMOKE & GROCERY"
"1311",-95.5342311,29.7293332,"BEIRUT COFFEE SHOP"
"1312",-95.5378597,29.7378186,"EMBAJADORES FINE CIGARS II"
"1313",-95.5210306,29.7271771,"THE CHEF LLC"
"1314",-95.5238642,29.7368971,"ROCK-N-ROLL-IT WESTHEIMER"
"1315",-95.5084131,29.7383087,"THE DOMAIN RESTAURANT & LOUNGE"
"1316",-95.5199566,29.7304964,"HOUSE OF KHALIL MAAMOON LLC"
"1317",-95.527528,29.7277861,"CAFE AWTAR"
"1318",-95.5026896,29.7372104,"CAFE MAWAL EXPRESS"
"1319",-95.5192066,29.7369275,"OUKA"
"1320",-95.5248019,29.723502,"JEANETTA MART"
"1321",-95.5283889,29.7285169,"STOP N GO FOOD STORE"
"1322",-95.5245354,29.7363449,"HAYAT CAFE"
"1323",-95.5201493,29.7365726,"ANTIKA CAFE & GRILL"
"1324",-95.5220759,29.7285995,"ABU ALI CAFE LLC"
"1325",-95.5350428,29.7290475,"GRAB N GO TOBACCO"
"1326",-95.5396228,29.7217337,"BAMBOO LIQUOR"
"1327",-95.5318121,29.7370112,"WESTHEIMER SHELL"
"1328",-95.5318121,29.7370112,"WESTHEIMER SHELL"
"1329",-95.4659039,29.6267386,"WALGREENS #09471"
"1330",-95.4955913,29.6272185,"WEST OREM VALERO"
"1331",-95.4956835,29.615535,"HANDI STOP #112"
"1332",-95.4840526,29.6099706,"ROCKWELL MART"
"1333",-95.4943314,29.6274624,"24 SEVEN #5"
"1334",-95.5086588,29.6217483,"ANDREW LIQUOR #2"
"1335",-95.4749738,29.6074474,"YO YO"
"1336",-95.3860618,29.7479948,"BOHEME"
"1337",-95.3890881,29.734791,"D & Q MINI MART"
"1338",-95.3777613,29.749825,"MIDTOWN FOOD STORE"
"1339",-95.3920737,29.7429242,"KROGER TEXAS L.P. #243"
"1340",-95.3904377,29.7428103,"WALGREENS #3157"
"1341",-95.3782104,29.7471407,"WALGREENS #09808"
"1342",-95.3986385,29.7515201,"THE FLAT"
"1343",-95.3837512,29.7386389,"TIGER EXPRESS"
"1344",-95.3771881,29.7485804,"SPEC'S WAREHOUSE #00"
"1345",-95.3920737,29.7441872,"SPEC'S WINES UNDER $20,SPEC'S"
"1346",-95.3916639,29.7449477,"CIRCLE K #2742148"
"1347",-95.3909899,29.7483583,"LOLA'S DEPOT"
"1348",-95.395783,29.743622,"SHEER INSANITY INC"
"1349",-95.3850394,29.7448339,"NUMBERS"
"1350",-95.401933,29.7469509,"TIME FOOD MART"
"1351",-95.3907649,29.7346778,"MONTROSE SHELL"
"1352",-95.3977591,29.7340776,"THE C-STORE"
"1353",-95.3811886,29.747248,"SUNNY'S FOOD STORE"
"1354",-95.3966751,29.7501116,"AL QUICK STOP"
"1355",-95.3963581,29.7434604,"LA FENDEE MEDITERRANEAN GRILL"
"1356",-95.3934643,29.7442209,"SMOKE DREAMZ"
"1357",-95.3915859,29.7389917,"STAR STOP 09"
"1358",-95.3970228,29.7425876,"CLOUD 9 NOVELTIES"
"1359",-95.3970228,29.7425876,"H-TOWN HOOKAHZ"
"1360",-95.4010519,29.7425815,"POISON GIRL"
"1361",-95.3887405,29.7473222,"EAGLE HOUSTON"
"1362",-95.4010315,29.7432363,"LA GRANGE"
"1363",-95.3772903,29.7497264,"LITTLE WOODROW'S IN MIDTOWN"
"1364",-95.391689,29.7471677,"SUNNY'S HOLLYWOOD FOOD & CIGAR"
"1365",-95.4002951,29.7433565,"GOODNIGHT CHARLIE'S"
"1366",-95.3907036,29.7390783,"VILLAGE CHEVRON"
"1367",-95.3915829,29.7469134,"VITRUN SMOKE SHOP"
"1368",-95.4017678,29.7430259,"SUNNY'S HOLLYWOOD #2"
"1369",-95.4001585,29.7425085,"MOM & POP SMOKE SHOP"
"1370",-95.5673892,29.7317301,"LIQUOR STOP"
"1371",-95.5449945,29.7363479,"KROGER TEXAS L.P. #363"
"1372",-95.5763277,29.7556734,"SUN FOOD STORE"
"1373",-95.5713272,29.7374992,"WALGREENS #07251"
"1374",-95.5634318,29.7377381,"ONCUE #201"
"1375",-95.5637834,29.7376368,"WESTCHASE TAVERN"
"1376",-95.5725695,29.7492825,"WESTCHASE TAVERN"
"1377",-95.5781611,29.7617275,"LAKESIDE COUNTRY CLUB"
"1378",-95.5708349,29.7485234,"FOOD TOWN #206"
"1379",-95.5587951,29.7375967,"TIMEWISE # 837"
"1380",-95.5720451,29.7370857,"TIMEWISE FOOD STORE #262"
"1381",-95.5586105,29.7363191,"LAKESIDE SHELL"
"1382",-95.561424,29.7383596,"GATEWAY NEWSTANDS"
"1383",-95.5542516,29.7376629,"SHELBY'S LIQUORS"
"1384",-95.568429,29.7369657,"DAISY'S LIQUOR STORE"
"1385",-95.5718195,29.7199794,"ROADSTER #4"
"1386",-95.5586516,29.7538598,"BELTWAY STOP FOOD MART"
"1387",-95.5588188,29.7540143,"BELTWAY STOP FOOD MART"
"1388",-95.542178,29.7322736,"SUNRISE GROCERY #15"
"1389",-95.5709964,29.7490073,"LA MICHOACANA MEAT MARKET #3"
"1390",-95.5731323,29.7514932,"THE STOP"
"1391",-95.5763223,29.7559247,"D&R DISCOUNT LIQUOR"
"1392",-95.5542014,29.7374735,"BURN SMOKE SHOP"
"1393",-95.5542014,29.7374735,"BURN SMOKE SHOP"
"1394",-95.5535657,29.7372971,"ARCTIC FUELS INC"
"1395",-95.5628354,29.736187,"VALU LIQUOR & WINE"
"1396",-95.5722077,29.7333886,"XPRESS MART"
"1397",-95.5731734,29.7491015,"PAS2, LLC"
"1398",-95.5715323,29.7482686,"WESTCHASE FOOD STORE"
"1399",-95.5528069,29.7373966,"PAHAL BUSINESS GROUP"
"1400",-95.5648044,29.7463866,"FIRST STOP FOOD STORE"
"1401",-95.5724858,29.7382436,"SPADES CIGARS LLC"
"1402",-95.5724437,29.7476026,"IN AND OUT MINI MART"
"1403",-95.5672248,29.7320563,"KORNER STOP & GO"
"1404",-95.5586105,29.7280206,"HANNA MART"
"1405",-95.5674492,29.7322947,"BEST CBD"
"1406",-95.5542014,29.7374735,"AMWS LLC"
